thread_id,text,n_turns,resolved,pred_intent,confidence,difficulty,true_intent,ideal_reply_direction,escalate,escalate_reason
1499908,u r not responding.when I will get my shipment,2,False,delivery_problem,0.1178050977665537,ambiguous,delivery_problem,"Apologize for the wait, provide shipment status via DM.",False,
2646251,"- Get your ship together!
Disgraceful @30882 - Rules are rules &amp; company turns a blind eye to relentless drivers within our area using bots to automatically accept blocks. Not fair but don’t know how to solve, burying head in the sand.",5,False,delivery_problem,0.1180374797101996,ambiguous,delivery_problem,"Acknowledge the concern about delivery driver practices; apologize, no specific order given to act on.",False,
397326,Winner announcement time,2,False,delivery_problem,0.1183767903437481,ambiguous,general_inquiry_or_other,Point to where contest winners are announced.,False,
1733912,"Sadly, amazon delivery has become a clown act. Here we go again. @AmazonHelp https://t.co/DmVFuEyCbQ",4,False,delivery_problem,0.7274433079933323,easy,delivery_problem,"Apologize, ask for order number via DM to check status.",False,
2312655,our packages keep getting delivered to the wrong place. This time the delivery person included a door pic...not our door! Help!,5,False,delivery_problem,0.7362414349260472,easy,delivery_problem,"Apologize, request order/tracking number via DM to locate the package with the carrier.",False,
2452136,"been waiting all day for my book, which is for uni tomorrow. I ordered it next day delivery yesterday. Said it would come today, just got an email saying it'll be tomorrow. I ordered it for today. Why offer next day delivery if you can't adhere to it?",2,False,delivery_problem,0.7585101313029514,easy,delivery_problem,"Apologize for the delay, offer to check status or expedite via DM.",False,
2103656,Im addicted to @115821,4,False,delivery_problem,0.7704895406346374,easy,general_inquiry_or_other,"No action, thank you.",False,
2391893,"A harry potter series too pleaseee!!
@116602 @115821 ...whoever is reading this!!",2,False,delivery_problem,0.7704895406346374,easy,general_inquiry_or_other,"Thank for the suggestion, no specific action.",False,
2927085,Shout out to @115821,2,False,delivery_problem,0.7704895406346374,easy,general_inquiry_or_other,Thank you.,False,
1543614,What is this @115821? And why do I hear nothing?,2,False,delivery_problem,0.7704895406346374,easy,poor_support_experience,"Apologize for the silence, ask for details/order number via DM.",False,
2918648,MEUS LIVROS CHEGARAM HOJE AAAAAAAA TE AMO @115821,8,False,delivery_problem,0.7704895406346374,easy,general_inquiry_or_other,Thank you (note: this message is Portuguese - a langdetect false negative that slipped past the English filter).,False,
2739426,@115821 Where is the ISY V3 skill?,3,False,delivery_problem,0.7704895406346374,easy,device_or_app_tech_support,Explain skill availability/status or direct to the skill store.,False,
2044169,.@115821 where tf is my baseball tee,3,False,delivery_problem,0.7704895406346374,easy,delivery_problem,"Apologize, ask for order number via DM to check status.",False,
2408657,what is the core purpose of @115821 ?,4,False,delivery_problem,0.7704895406346374,easy,general_inquiry_or_other,No specific action; light acknowledgment.,False,
2286344,"Sigh. Another day, another blown @AmazonHelp delivery deadline.

Seems to be worse when it's Amazon Logistics handling it, rather than a traditional package handler.",3,False,delivery_problem,0.7984638436417458,easy,delivery_problem,"Apologize, ask for order number via DM to check status.",True,"customer signals this is a recurring, unresolved delivery-failure pattern ('another day, another blown deadline')"
2882679,May I get a Franchise for your Delivery  in Bangalore Bhubaneswar,2,False,delivery_problem,0.8375730243705124,easy,general_inquiry_or_other,"Redirect to the Amazon business/franchise inquiry channel, not consumer support.",False,
2906671,"is there anyway to prevent all deliveries after 7pm? My doorbell being hammered at 8pm, way after my toddlers bedtime with my loud dog IS NOT APPRECIATED.",2,False,device_or_app_tech_support,0.1178469014879111,ambiguous,delivery_problem,Explain delivery window options / no-contact delivery settings.,False,
2607491,Damn @116935 just robbed me for that 7.99😭😭,2,False,device_or_app_tech_support,0.1178651233320101,ambiguous,payment_or_giftcard_issue,Ask for order/transaction details via DM to review the charge.,False,
658852,"When you say ""all Apple TVs"" does this mean it's also coming to previous generation Apple TVs? #PleaseSayYes #WWDC17",3,False,device_or_app_tech_support,0.1188715273155825,ambiguous,general_inquiry_or_other,"Clarify device compatibility if known, otherwise redirect (not clearly an Amazon-specific question).",False,
2588283,thought I would try your birminghams services after yesterday performance: so far it's half an hour late.. #notgood,2,False,device_or_app_tech_support,0.1207826126213532,ambiguous,delivery_problem,"Apologize, offer a status check via DM.",False,
468737,What is the update on this ? I didn't receive any call from investigation team yet? Are you gyus even doing anything?,2,False,device_or_app_tech_support,0.1221156865468898,ambiguous,poor_support_experience,"Apologize, check the open investigation's status via DM.",True,"customer references an open, unresolved investigation with no follow-up - needs a human to check case status"
2382543,it’s 12:10 CST on November 14. Why hasn’t Oathbringer been delivered to my Kindle?,2,False,device_or_app_tech_support,0.1222770754835707,ambiguous,device_or_app_tech_support,"Check pre-order release timing/account sync, apologize for the delay.",False,
1457357,have u been able to resolve non availability of subtitles in downloaded English serials? It's almost 48 hours.,2,False,device_or_app_tech_support,0.1227215664243691,ambiguous,device_or_app_tech_support,"Apologize, ask for device/app version via DM to troubleshoot the subtitles bug.",False,
2503595,"An @116316 support rep just told me that the Kindle Oasis is classified as dangerous goods and hence can't be delivered to Denmark.

You'd think I wanted it with Das Kapital preloaded or something...",2,False,device_or_app_tech_support,0.1244155224932827,ambiguous,delivery_problem,Confirm the shipping-restriction policy or offer an alternative.,False,
2669947,And no way Am i paying £250 per ticket on Viagogo 🖕🏻🖕🏻🖕🏻 fuck you ticketmaster for being so shit,4,False,device_or_app_tech_support,0.1249658397165764,ambiguous,general_inquiry_or_other,"Not an Amazon issue - no action (Viagogo/Ticketmaster, unrelated brand).",False,
1616264,I recently ordered the Interstellar on Blu ray 4k that you advertised on special offer. And you have changed the order to just the normal blur-ray?,7,False,device_or_app_tech_support,0.1258075701708501,ambiguous,refund_or_return_request,"Apologize, offer to correct the order or process a refund/exchange via DM.",False,
2823935,any ideas when someone will update me about the driver who damaged my car and drive off? was reported last and not a word since,3,False,device_or_app_tech_support,0.1268531120582351,ambiguous,delivery_problem,"Apologize, escalate the property-damage claim via DM.",True,delivery driver caused property damage (hit a car) and drove off; unresolved after a prior report - needs human claims handling
2671568,"Purchased a Vaseline With ₹38 With A Mrp of ₹35 , These are Unethical Practices.",2,False,device_or_app_tech_support,0.1268880588988624,ambiguous,payment_or_giftcard_issue,"Apologize, offer a refund of the price difference, forward the listing to the catalog team.",False,
2526229,"Kudos to @116439 on their screen saver; what soothing landscapes, fire pics, mad props",2,False,device_or_app_tech_support,0.1273743453577473,ambiguous,general_inquiry_or_other,Thank you.,False,
2922650,"Hey @233306 and @115833, I had to reconfigure a room in the Hue app that was already attached to Alexa. Now all of my Hue scenes are duplicated in the Alexa app and this is screwing up my Alexa routines! How do I fix this?",3,False,device_or_app_tech_support,0.8099786844373953,easy,device_or_app_tech_support,Troubleshooting steps for duplicate scenes; ask device/app version via DM.,False,
2884245,"I don’t get the option for video on the Alexa app, just books and music? @115850 . Unable to connect my fire stick to my echo @AmazonHelp",2,False,device_or_app_tech_support,0.8181291925925336,easy,device_or_app_tech_support,"Clarify app limitations, offer troubleshooting via DM.",False,
2240584,"Please can you explain why I can use Alexa on Amazon music and turn my lights on while away from my echo, yet your own actual Amazon Alexa app won't let me talk to Alexa to do anything?",2,False,device_or_app_tech_support,0.8210843887373849,easy,device_or_app_tech_support,"Explain the app functionality difference, offer troubleshooting.",False,
1626657,How can I get Alexa to pronounce my daughter's name correctly? @115833,2,False,device_or_app_tech_support,0.8226388603725936,easy,device_or_app_tech_support,Explain pronunciation customization steps if available.,False,
2497438,Server unresponsive error in Alexa app for all devices controlled by my Vera hub @96889,3,False,device_or_app_tech_support,0.8262335220300426,easy,device_or_app_tech_support,"Acknowledge a possible service issue, ask for troubleshooting details via DM.",False,
2949401,Hello @AmazonHelp I getting the amazon echo dot soon but the Alexa app is not available in my country (Dominican Republic). So how I do set up my echo dot ?,6,False,device_or_app_tech_support,0.8295454904674757,easy,device_or_app_tech_support,Provide alternative setup instructions for an unsupported region.,False,
2408770,@AmazonHelp when will you Launch prime music in india... It's becoming hard to find my fav music on my echo dot through voice or in alexa app😒😒🤦🤦,4,False,device_or_app_tech_support,0.8325502427610707,easy,device_or_app_tech_support,No firm date; explain current music service options in-region.,False,
1973513,"when will we be able to ""play on alexa"" within the music app, without Bluetooth pairing? Akin  to airplay",2,False,device_or_app_tech_support,0.8327826351356723,easy,device_or_app_tech_support,"Acknowledge the feature request, explain the current limitation.",False,
2968310,how do I update my cell number on the Alexa App? Also how do I allow it to sync with my contacts. Echo messaging isn't totally straight forward on the app,5,False,device_or_app_tech_support,0.8400593305511855,easy,device_or_app_tech_support,Provide steps to update the number/sync contacts.,False,
1539240,"@115833 
Your music app isnt available in India yet. How do I create playlists? Alexa app needs a lot more fluency and tweaks!",5,False,device_or_app_tech_support,0.8487290722914546,easy,device_or_app_tech_support,"Explain regional availability, offer to forward feedback.",False,
2296680,"maddening, it’s impossible to delete scenes from the Alexa iOS app now, and your web version just directs me to download the app on any iOS device!",2,False,device_or_app_tech_support,0.8539308699669446,easy,device_or_app_tech_support,"Acknowledge the bug, offer a troubleshooting workaround via DM.",False,
2569175,#Alexa on #echo is a fantastic experience. Seamless integration with @4694. The app on iOS could use some improvement though. @115833,2,False,device_or_app_tech_support,0.908529985412226,easy,general_inquiry_or_other,"Thank you, forward the feedback about the iOS app.",False,
2730270,where do I go in the app to replay interactions with Alexa?,2,False,device_or_app_tech_support,0.914393551789469,easy,device_or_app_tech_support,Provide steps to view Alexa interaction history.,False,
2531415,"Highly disappointed with #AmazonIndia.When big guys like you do not deliver what is promised,it is highly frustrating and feel cheated.",2,False,general_inquiry_or_other,0.1122859418749597,ambiguous,delivery_problem,"Apologize, ask for order number via DM.",False,
1831925,Why the fuck would someone steal a bike helmet?! 😑,4,False,general_inquiry_or_other,0.1132521952363207,ambiguous,delivery_problem,"Ask for order number via DM to investigate a possibly stolen/missing item, offer replacement or refund.",False,
397327,Announcement of winner please,2,False,general_inquiry_or_other,0.1152796076112893,ambiguous,general_inquiry_or_other,Point to the results channel.,False,
2985459,where is #SyskaAppQuiz winner?,5,False,general_inquiry_or_other,0.1152796076112893,ambiguous,general_inquiry_or_other,Point to the results channel.,False,
1879022,who is winner of #iPhone8appquiz,3,False,general_inquiry_or_other,0.1152796076112893,ambiguous,general_inquiry_or_other,Point to the results channel.,False,
2608115,and it's in the same city as me. 3/3,2,False,general_inquiry_or_other,0.1161082896054502,ambiguous,general_inquiry_or_other,Insufficient context - ask for clarification.,False,
1649125,any current promo codes for athletic shoes?,2,False,general_inquiry_or_other,0.1172799930531451,ambiguous,general_inquiry_or_other,Direct to the current deals/promotions page.,False,
2447446,what happens when this happens?,3,False,general_inquiry_or_other,0.118542544530134,ambiguous,general_inquiry_or_other,Ask for clarification/more context.,False,
2877747,"I’ve just encountered the most unhelpful &amp; rudest man at one of your dedicated collection points! If he is promoting your business then he should be struck off immediately, I had to walk out! Now inconvenience to take it elsewhere #unhappy",5,False,general_inquiry_or_other,0.1195133206713121,ambiguous,poor_support_experience,"Apologize sincerely, ask for details via DM to follow up with the location's team.",True,serious staff-conduct complaint requesting disciplinary action against a named location - not something a templated reply should attempt to resolve
2871537,"MERCHANDISE THAT S BEEN LISTED FOR YEARS,ALL OF A SUDDEN U CAN'T SELL IT,U CARE MORE ABOUT THE BUYERS AND NOTHING ABOUTTHE SELLERS THAT HELPED GET U WHERE U R,I REMEMBER WHEN U COULD LIST AND NOT PAY ANYTHING UNTIL U SOLD, BOY HAVE U CHANGED AND NOT FOR THE GOOD I",2,False,general_inquiry_or_other,0.1197273011186208,ambiguous,general_inquiry_or_other,Redirect to seller support.,True,"seller/marketplace policy dispute, outside consumer-support scope - no relevant precedent in our resolved-thread index"
5274,when you wil bring #no_cost_emi  #bajaj_fineserv   on oneplus5t,3,False,general_inquiry_or_other,0.1199341560624253,ambiguous,payment_or_giftcard_issue,Explain EMI availability by product/bank partner.,False,
1741774,"if you keep losing packages like this, I’m not buying holiday gifts from you at all. 😡😫",4,False,general_inquiry_or_other,0.1200508959123329,ambiguous,delivery_problem,"Apologize, ask for order number via DM to investigate the lost package.",False,
1911973,"Starting to regret buying a Trust keyboard and not a Microsoft one.

The modifier keys on this thing are stiff and the space bar is too small.",4,False,general_inquiry_or_other,0.1204025994222901,ambiguous,general_inquiry_or_other,"Acknowledge the feedback, offer a return/exchange if unsatisfied.",False,
1585030,This cannot be you are can it ? https://t.co/x5hGp2PDRE,2,False,general_inquiry_or_other,0.6533596728322689,easy,general_inquiry_or_other,Insufficient context - ask for clarification.,False,
1571648,#refundplease https://t.co/IdD4LpjrLa,2,False,general_inquiry_or_other,0.6533596728322689,easy,refund_or_return_request,Ask for order number via DM to process the refund.,False,
1619432,Again crashing https://t.co/g7eDbkDHJa,2,False,general_inquiry_or_other,0.6533596728322689,easy,device_or_app_tech_support,Ask for device/app details via DM to troubleshoot the crash.,False,
1633151,Any thoughts? Patches? Tips? https://t.co/80QrAOSPqG,3,False,general_inquiry_or_other,0.6533596728322689,easy,device_or_app_tech_support,Ask for more detail on the issue via DM.,False,
2924631,you break my heart :'( https://t.co/AT9Kw72X86,2,False,general_inquiry_or_other,0.6533596728322689,easy,general_inquiry_or_other,Insufficient context - ask what happened.,False,
2624115,Ganga en @116875: Strangers on a Train en 69 pesos. #Hitchcock https://t.co/ddQDYlYCj6,2,False,general_inquiry_or_other,0.6533596728322689,easy,general_inquiry_or_other,"No action needed (positive/neutral, Spanish).",False,
2437258,Adding this to the arsenal. https://t.co/ckbsiUHs5N,3,False,general_inquiry_or_other,0.6533596728322689,easy,general_inquiry_or_other,No action.,False,
2832982,dumped in my foyer. https://t.co/41B3AHhBAZ,2,False,general_inquiry_or_other,0.6533596728322689,easy,delivery_problem,"Apologize for careless handling, ask for order number via DM.",False,
2628907,Por fin llegaron!! @116875 😉 https://t.co/O1yQvudq4n,4,False,general_inquiry_or_other,0.6533596728322689,easy,general_inquiry_or_other,"No action / thank you (Spanish, positive).",False,
1613558,#CustomerExperience #NOT https://t.co/nqmSL2DXtJ,2,False,general_inquiry_or_other,0.6533596728322689,easy,poor_support_experience,Ask for details via DM to understand the complaint.,False,
1551618,what's up with this? why cant't I get the text to fill the space? https://t.co/Kjlup2aeBq,2,False,general_inquiry_or_other,0.6533596728322689,easy,device_or_app_tech_support,Ask for device/app details via DM to troubleshoot.,False,
2723383,Fire TV買ったー https://t.co/hn8WwFBomd,2,False,general_inquiry_or_other,0.6533596728322689,easy,general_inquiry_or_other,"No action (Japanese, positive - another langdetect leak).",False,
1450849,so helpful https://t.co/2Zed3DaS4B,3,False,general_inquiry_or_other,0.6533596728322689,easy,general_inquiry_or_other,Thank you.,False,
2115657,unlimited really is worth the $10 bucks a month.,2,False,packaging_or_damage_complaint,0.1146541310185869,ambiguous,general_inquiry_or_other,No action / thank you.,False,
2850760,I just received my advent calendar for the year and it's completely dented in the middle 😕 what do I do as it's too late to get a new one for Christmas? https://t.co/dsyNTeOH3x,3,False,packaging_or_damage_complaint,0.1262463975063963,ambiguous,packaging_or_damage_complaint,"Apologize, offer an expedited replacement or refund given the holiday deadline.",False,
2419726,Issues with @117093 number 235 - delivered these ‘bananas’ today. Looks like your quality control is doing a great job https://t.co/It2XvG8pGk,2,False,packaging_or_damage_complaint,0.1289844345759613,ambiguous,packaging_or_damage_complaint,"Apologize, offer replacement/refund.",False,
2539563,Dear @116439 #WTF been having problems with my 2015 gaming edition fire TV the last couple of days. I know it's not the HDMI port it's the box. And my dumbass mom didn't buy a protection plan. Does it need upgraded in software or what? #HELPMEPLEASE,2,False,packaging_or_damage_complaint,0.1309781123898132,ambiguous,device_or_app_tech_support,Offer troubleshooting or a warranty replacement via DM.,False,
2435214,"i order 1 set of ladies suit from ur website, and rec. v. Big box with only duppata &amp; legs cloth pc but no suit cloth pc?why?how?",5,False,packaging_or_damage_complaint,0.1317629540765235,ambiguous,refund_or_return_request,"Apologize, offer replacement or refund for the missing item.",False,
1529961,does not like expats in non english speaking countries when you simply want to open netflix on your connect firetv,3,False,packaging_or_damage_complaint,0.1318105005786309,ambiguous,device_or_app_tech_support,"Explain regional app restrictions, offer troubleshooting.",False,
1887311,do you think it was a wise idea to put my parcle in the back garden with 2 big dogs who ripped its to streads 😠 FUMING!!!,5,False,packaging_or_damage_complaint,0.1318800069789709,ambiguous,delivery_problem,"Apologize for the placement, offer replacement/refund, note delivery preference for next time.",False,
2254463,you really need todo think about changing your postal provider in Chile. They just don't like to deliver! Change dates and make no effort to come through,3,False,packaging_or_damage_complaint,0.1322079159792665,ambiguous,delivery_problem,"Apologize, ask for order number via DM to escalate to the carrier.",False,
2877792,u seem like youve gotten so big you don’t care about the consumer anymore. Pantry box arrived w/dented cans and leaking H2o bottle. Phone case ordered to arrive tonight never did. I could've gotten it at Target while in town. Now I leave on a trip with NO case. #disgusted,2,False,packaging_or_damage_complaint,0.1334446729346927,ambiguous,packaging_or_damage_complaint,"Apologize, offer replacement/refund for the damaged and missing items.",False,
844111,Tem Nintendo Switch?,2,False,packaging_or_damage_complaint,0.1339634157288176,ambiguous,general_inquiry_or_other,"Confirm product availability (Portuguese, another langdetect leak).",False,
2281495,"I bought my 8yr son your new dvd as a preorder, but @115830 failed to deliver stating it was damaged in transit. We can reorder but he's sad it now won't be signed. It's not your fault, but any small chance you could send him something signed to cheer him up? Thanks",3,False,packaging_or_damage_complaint,0.1340223785695586,ambiguous,packaging_or_damage_complaint,"Apologize, offer a reorder or refund, acknowledge the signed-copy limitation honestly.",False,
2198981,"I really hate to complain but having late/damaged/missing packages from @115821 has happened like 50 times in the past year, after being more like a once a year thing for the whole decade before that. It's so frustrating :/",2,False,packaging_or_damage_complaint,0.1341223842958255,ambiguous,packaging_or_damage_complaint,"Apologize, review the account's order history via DM.",True,"customer reports ~50 late/damaged/missing incidents over the past year, a sharp change from before - needs human account review, not a one-off templated reply"
1791640,"Hi,my bf ordered windshield wipers &amp; they both came in bent :( anyway you could send another set? I don't feel like calling CS.",2,False,packaging_or_damage_complaint,0.1344846118663916,ambiguous,packaging_or_damage_complaint,"Offer a replacement set via DM, no need to call.",False,
2790471,"Dear @115830, is so much packaging really necessary? A box within a box! https://t.co/yYtFERhRgE",2,False,packaging_or_damage_complaint,0.8448521350530018,easy,packaging_or_damage_complaint,"Acknowledge the feedback, forward to the packaging team.",False,
2493676,I recall this time last year @115830 promising to reduce packaging. Based on today’s delivery they clearly haven’t bothered. The brown box and packaging are what the small white box came in https://t.co/4wbLBdtvpj,7,False,packaging_or_damage_complaint,0.8468207854096447,easy,packaging_or_damage_complaint,"Acknowledge the feedback, forward to the packaging team, apologize for the lack of progress.",False,
2631425,What thinketh thee?? @115830 . Slight over exaggeration on packaging requirement? #Environmentfail https://t.co/wte7eEr0fJ,2,False,packaging_or_damage_complaint,0.8519069343895233,easy,packaging_or_damage_complaint,"Acknowledge the feedback, forward to the packaging team.",False,
2954332,Large box with packaging...those must be some extremely breakable socks @115830 🤔😕#savethetrees https://t.co/JNQXymTTqc,2,False,packaging_or_damage_complaint,0.8606452681328874,easy,packaging_or_damage_complaint,"Acknowledge the feedback, forward to the packaging team.",False,
2910324,These gloves just came in this box. I think @115821 over did it on the packaging https://t.co/nTaShXJdpW,2,False,packaging_or_damage_complaint,0.8638128715783578,easy,packaging_or_damage_complaint,"Acknowledge the feedback, forward to the packaging team.",False,
1779364,Why @115821 so much packaging. 1 easel x1 box. When all 11 would fit in one. #Packaging #WasteReductionWeek https://t.co/QZPFU9jzGM,2,False,packaging_or_damage_complaint,0.8661799212426684,easy,packaging_or_damage_complaint,"Acknowledge the feedback, forward to the packaging team.",False,
2551978,did you really need to put my yoga mat which came in a box in another box with all this packaging?a waste &amp; pain to get rid of! https://t.co/Q3X7uOnGKh,3,False,packaging_or_damage_complaint,0.8672696422329448,easy,packaging_or_damage_complaint,"Acknowledge the feedback, forward to the packaging team.",False,
2318271,Packaging overkill 😂 😂 😂 that's one toy v one fully grown adult! https://t.co/rNTDIZEJOp,2,False,packaging_or_damage_complaint,0.8693108627513949,easy,packaging_or_damage_complaint,"Acknowledge, light-hearted thank-you for the feedback.",False,
2297482,"How is this packaging? Contents are not secure, no privacy at all. https://t.co/9Jb3e5J4uu",4,False,packaging_or_damage_complaint,0.8693108627513949,easy,packaging_or_damage_complaint,"Apologize, forward to the packaging/fulfillment team.",False,
1572252,Your packaging is so wasteful. https://t.co/upESm7OnzK,5,False,packaging_or_damage_complaint,0.8693108627513949,easy,packaging_or_damage_complaint,"Acknowledge the feedback, forward to the packaging team.",False,
2609857,back at it again with unnecessarily large packaging https://t.co/UBnGBdPWMs,2,False,packaging_or_damage_complaint,0.8693108627513949,easy,packaging_or_damage_complaint,"Acknowledge the feedback, forward to the packaging team.",False,
2137926,Outstanding packaging from @115821 #excessive #anenvelopewouldhavedonereally https://t.co/l2ajTdw8wi,2,False,packaging_or_damage_complaint,0.8728752487258715,easy,packaging_or_damage_complaint,"Acknowledge the feedback, forward to the packaging team.",False,
1449117,Now that's a box. Thx @456256 @115821 #leonblack https://t.co/XfUGPHqxfu,2,False,packaging_or_damage_complaint,0.875629780373436,easy,packaging_or_damage_complaint,"Acknowledge the feedback, forward to the packaging team.",False,
2560238,you gift wrap department need sorting out second time I ordered something to be wrapped and it not,2,False,payment_or_giftcard_issue,0.1161337150169703,ambiguous,refund_or_return_request,"Apologize for the repeated gift-wrap error, offer a refund of the gift-wrap fee or a redo.",False,
2358856,Can you tell me why I need to pick a designated neighbour for deliveries when I'm out please?,4,False,payment_or_giftcard_issue,0.1167627745000248,ambiguous,general_inquiry_or_other,Explain the delivery preference/neighbor drop-off policy.,False,
2131005,i am interested in developing private label  canadiana and souvenirs with you. I work with the countries top tourist attractions. How do I connect to you?,2,False,payment_or_giftcard_issue,0.1187635791118665,ambiguous,general_inquiry_or_other,Redirect to Amazon's seller/vendor onboarding team.,True,"vendor/business partnership inquiry, outside consumer support scope, no relevant precedent"
2615159,just cheated their way out of the cashback...Shameful...Those sale festivals are nonsense,3,False,payment_or_giftcard_issue,0.1209051563284753,ambiguous,payment_or_giftcard_issue,"Apologize, ask for order/transaction number via DM to review cashback eligibility.",False,
2280795,"an unexpected gift arrived at my door today featuring an item I browsed last night but definitely did not buy - is this something you do often? Thank you, but a little creepy? Can you explain?",3,False,payment_or_giftcard_issue,0.1221011285755606,ambiguous,general_inquiry_or_other,Ask for order details via DM to investigate.,True,"unexplained unsolicited delivery tied to the customer's browsing history raises a privacy/fraud concern - needs human investigation, not a templated reply"
2530206,since 26 i have been annoyed listening foolish excuses and new time frame!! Not bothered to help,2,False,payment_or_giftcard_issue,0.1229703573269657,ambiguous,poor_support_experience,"Apologize, ask for order/case number via DM to actually resolve it.",True,customer describes repeated unresolved contact with excuses and shifting timeframes - needs human follow-up
2752105,Just wanted to say that you're amazing,4,False,payment_or_giftcard_issue,0.123659059858348,ambiguous,general_inquiry_or_other,Thank you.,False,
2852131,"hey, when would you like to give me back the £1 that's been pending in my account since 11/11???",4,False,payment_or_giftcard_issue,0.1254623163564933,ambiguous,payment_or_giftcard_issue,"Apologize, ask for account/transaction details via DM to release the pending amount.",False,
2847447,Hi @AmazonHelp Kinetic Sand delivered but address label &amp; Prime tape stuck over actual product (gift). If I peel off it'll look awful! Don't want wastage by getting replacement but could I have a some level of refund pls?,2,False,payment_or_giftcard_issue,0.1255772987089866,ambiguous,packaging_or_damage_complaint,"Apologize, offer a partial credit or replacement without requiring return of the original.",False,
1570272,When does New Ecosport  booking start?,6,False,payment_or_giftcard_issue,0.1283713954588777,ambiguous,general_inquiry_or_other,Not an Amazon product (car model) - clarify.,False,
1724769,exchange options not showing now for mobile,2,False,payment_or_giftcard_issue,0.1285598833030007,ambiguous,refund_or_return_request,Ask for order number and device via DM to check exchange eligibility/bug.,False,
2663324,"why payment of 99 USD was taken from my CC, without intimation ? __email__",4,False,payment_or_giftcard_issue,0.1286336169215805,ambiguous,payment_or_giftcard_issue,"Apologize, ask for order/transaction number via DM to investigate the charge.",False,
2536442,I bought Season 2 of Riverdale but it’s making me pay for the 6th episode which came out yesterday.,2,False,payment_or_giftcard_issue,0.1288526838890589,ambiguous,payment_or_giftcard_issue,Explain episodic-billing policy or correct an erroneous charge.,False,
2302601,Can I buy Amazon prime with my gift card balance? 🙏🏻,2,False,payment_or_giftcard_issue,0.7721286807689225,easy,payment_or_giftcard_issue,Explain how gift card balance can be applied to Prime.,False,
1526904,If I cancel a purchase made with a visa gift card before it was shipped when will I get my money back?,2,False,payment_or_giftcard_issue,0.7724022836984719,easy,payment_or_giftcard_issue,Explain the refund timeline to the original payment method.,False,
2460735,": added money to Amazon pay to buy a gift card. But in checkout , there is no Amazon pay option. Disappointed",4,False,payment_or_giftcard_issue,0.7782643955716938,easy,payment_or_giftcard_issue,"Apologize, explain the workaround or escalate to the technical team.",False,
1449069,how to buy a gift card with amazon pay balance?,2,False,payment_or_giftcard_issue,0.78165041972558,easy,payment_or_giftcard_issue,Explain the steps.,False,
2710401,trying to buy a digital game code with gift card balance but before purchasing it requires a credit card number. any way to skip past that and go straight to gift card balance?,4,False,payment_or_giftcard_issue,0.7850089357377089,easy,payment_or_giftcard_issue,Explain the checkout flow/workaround.,False,
